cpu
Loading Hopkins155 data from: data/test_samples/
finished loading data for 2 sequences
Pretraining Epoch 1/10, Avg Loss: 5.5678
Pretraining Epoch 1157/2000, Avg Loss: 4.8659
Pretraining Epoch 1158/2000, Avg Loss: 4.8658
Pretraining Epoch 1159/2000, Avg Loss: 4.8657
Pretraining Epoch 1160/2000, Avg Loss: 4.8656
Pretraining Epoch 1161/2000, Avg Loss: 4.8661
Pretraining Epoch 1162/2000, Avg Loss: 4.8676
Pretraining Epoch 1163/2000, Avg Loss: 4.9720
Pretraining Epoch 1164/2000, Avg Loss: 4.8983
Pretraining Epoch 1165/2000, Avg Loss: 4.8697
Pretraining Epoch 1166/2000, Avg Loss: 4.8691
Pretraining Epoch 1167/2000, Avg Loss: 4.8682
Pretraining Epoch 1168/2000, Avg Loss: 4.8667
Pretraining Epoch 1169/2000, Avg Loss: 4.8661
Pretraining Epoch 1170/2000, Avg Loss: 4.8658
Pretraining Epoch 1171/2000, Avg Loss: 4.8657
Pretraining Epoch 1172/2000, Avg Loss: 4.8656
Pretraining Epoch 1173/2000, Avg Loss: 4.8655
Pretraining Epoch 1174/2000, Avg Loss: 4.8679
Pretraining Epoch 1175/2000, Avg Loss: 4.8665
Pretraining Epoch 1176/2000, Avg Loss: 4.9439
Pretraining Epoch 1177/2000, Avg Loss: 4.9367
Pretraining Epoch 1178/2000, Avg Loss: 4.8780
Pretraining Epoch 1179/2000, Avg Loss: 4.8684
Pretraining Epoch 1180/2000, Avg Loss: 4.8669
Pretraining Epoch 1181/2000, Avg Loss: 4.8662
Pretraining Epoch 1182/2000, Avg Loss: 4.8661
Pretraining Epoch 1183/2000, Avg Loss: 4.8660
Pretraining Epoch 1184/2000, Avg Loss: 4.8658
Pretraining Epoch 1185/2000, Avg Loss: 4.8658
Pretraining Epoch 1186/2000, Avg Loss: 4.8656
Pretraining Epoch 1187/2000, Avg Loss: 4.8663
Pretraining Epoch 1188/2000, Avg Loss: 4.8693
Pretraining Epoch 1189/2000, Avg Loss: 4.8662
Pretraining Epoch 1190/2000, Avg Loss: 4.8667
Pretraining Epoch 1191/2000, Avg Loss: 4.9938
Pretraining Epoch 1192/2000, Avg Loss: 4.9130
Pretraining Epoch 1193/2000, Avg Loss: 4.8710
Pretraining Epoch 1194/2000, Avg Loss: 4.8680
Pretraining Epoch 1195/2000, Avg Loss: 4.8670
Pretraining Epoch 1196/2000, Avg Loss: 4.8665
Pretraining Epoch 1197/2000, Avg Loss: 4.8660
Pretraining Epoch 1198/2000, Avg Loss: 4.8658
Pretraining Epoch 1199/2000, Avg Loss: 4.8659
Pretraining Epoch 1200/2000, Avg Loss: 4.8657
Pretraining Epoch 1201/2000, Avg Loss: 4.8657
Pretraining Epoch 1202/2000, Avg Loss: 4.8658
Pretraining Epoch 1203/2000, Avg Loss: 4.9577
Pretraining Epoch 1204/2000, Avg Loss: 4.9309
Pretraining Epoch 1205/2000, Avg Loss: 4.8880
Pretraining Epoch 1206/2000, Avg Loss: 4.8687
Pretraining Epoch 1207/2000, Avg Loss: 4.8669
Pretraining Epoch 1208/2000, Avg Loss: 4.8665
Pretraining Epoch 1209/2000, Avg Loss: 4.8661
Pretraining Epoch 1210/2000, Avg Loss: 4.8665
Pretraining Epoch 1211/2000, Avg Loss: 4.8693
Pretraining Epoch 1212/2000, Avg Loss: 4.8675
Pretraining Epoch 1213/2000, Avg Loss: 4.8659
Pretraining Epoch 1214/2000, Avg Loss: 4.8657
Pretraining Epoch 1215/2000, Avg Loss: 4.8655
Pretraining Epoch 1216/2000, Avg Loss: 4.8702
Pretraining Epoch 1217/2000, Avg Loss: 4.9466
Pretraining Epoch 1218/2000, Avg Loss: 4.8998
Pretraining Epoch 1219/2000, Avg Loss: 4.8700
Pretraining Epoch 1220/2000, Avg Loss: 4.8672
Pretraining Epoch 1221/2000, Avg Loss: 4.8664
Pretraining Epoch 1222/2000, Avg Loss: 4.8661
Pretraining Epoch 1223/2000, Avg Loss: 4.8659
Pretraining Epoch 1224/2000, Avg Loss: 4.8662
Pretraining Epoch 1225/2000, Avg Loss: 4.9453
Pretraining Epoch 1226/2000, Avg Loss: 4.9113
Pretraining Epoch 1227/2000, Avg Loss: 4.8736
Pretraining Epoch 1228/2000, Avg Loss: 4.8677
Pretraining Epoch 1229/2000, Avg Loss: 4.8667
Pretraining Epoch 1230/2000, Avg Loss: 4.8664
Pretraining Epoch 1231/2000, Avg Loss: 4.8660
Pretraining Epoch 1232/2000, Avg Loss: 4.8659
Pretraining Epoch 1233/2000, Avg Loss: 4.8659
Pretraining Epoch 1234/2000, Avg Loss: 4.8660
Pretraining Epoch 1235/2000, Avg Loss: 4.8672
Pretraining Epoch 1236/2000, Avg Loss: 4.8672
Pretraining Epoch 1237/2000, Avg Loss: 4.9412
Pretraining Epoch 1238/2000, Avg Loss: 4.9507
Pretraining Epoch 1239/2000, Avg Loss: 4.8750
Pretraining Epoch 1240/2000, Avg Loss: 4.8679
Pretraining Epoch 1241/2000, Avg Loss: 4.8668
Pretraining Epoch 1242/2000, Avg Loss: 4.8672
Pretraining Epoch 1243/2000, Avg Loss: 4.8664
Pretraining Epoch 1244/2000, Avg Loss: 4.8660
Pretraining Epoch 1245/2000, Avg Loss: 4.8664
Pretraining Epoch 1246/2000, Avg Loss: 4.8668
Pretraining Epoch 1247/2000, Avg Loss: 4.8676
Pretraining Epoch 1248/2000, Avg Loss: 4.8666
Pretraining Epoch 1249/2000, Avg Loss: 4.8661
Pretraining Epoch 1250/2000, Avg Loss: 4.8738
Pretraining Epoch 1251/2000, Avg Loss: 4.9868
Pretraining Epoch 1252/2000, Avg Loss: 4.8982
Pretraining Epoch 1253/2000, Avg Loss: 4.8695
Pretraining Epoch 1254/2000, Avg Loss: 4.8674
Pretraining Epoch 1255/2000, Avg Loss: 4.8666
Pretraining Epoch 1256/2000, Avg Loss: 4.8662
Pretraining Epoch 1257/2000, Avg Loss: 4.8660
Pretraining Epoch 1258/2000, Avg Loss: 4.8659
Pretraining Epoch 1259/2000, Avg Loss: 4.8662
Pretraining Epoch 1260/2000, Avg Loss: 4.8810
Pretraining Epoch 1261/2000, Avg Loss: 4.9103
Pretraining Epoch 1262/2000, Avg Loss: 4.8732
Pretraining Epoch 1263/2000, Avg Loss: 4.8724
Pretraining Epoch 1264/2000, Avg Loss: 4.8684
Pretraining Epoch 1265/2000, Avg Loss: 4.8661
Pretraining Epoch 1266/2000, Avg Loss: 4.8658
Pretraining Epoch 1267/2000, Avg Loss: 4.8666
Pretraining Epoch 1268/2000, Avg Loss: 4.8657
Pretraining Epoch 1269/2000, Avg Loss: 4.8701
Pretraining Epoch 1270/2000, Avg Loss: 4.9915
Pretraining Epoch 1271/2000, Avg Loss: 4.9151
Pretraining Epoch 1272/2000, Avg Loss: 4.8754
Pretraining Epoch 1273/2000, Avg Loss: 4.8700
Pretraining Epoch 1274/2000, Avg Loss: 4.8671
Pretraining Epoch 1275/2000, Avg Loss: 4.8663
Pretraining Epoch 1276/2000, Avg Loss: 4.8660
Pretraining Epoch 1277/2000, Avg Loss: 4.8664
Pretraining Epoch 1278/2000, Avg Loss: 4.8668
Pretraining Epoch 1279/2000, Avg Loss: 4.8659
Pretraining Epoch 1280/2000, Avg Loss: 4.8665
Pretraining Epoch 1281/2000, Avg Loss: 4.8947
Pretraining Epoch 1282/2000, Avg Loss: 4.8739
Pretraining Epoch 1283/2000, Avg Loss: 4.8671
Pretraining Epoch 1284/2000, Avg Loss: 4.8659
Pretraining Epoch 1285/2000, Avg Loss: 4.8657
Pretraining Epoch 1286/2000, Avg Loss: 4.8656
Pretraining Epoch 1287/2000, Avg Loss: 4.8657
Pretraining Epoch 1288/2000, Avg Loss: 4.8661
Pretraining Epoch 1289/2000, Avg Loss: 4.9015
Pretraining Epoch 1290/2000, Avg Loss: 4.9344
Pretraining Epoch 1291/2000, Avg Loss: 4.8844
Pretraining Epoch 1292/2000, Avg Loss: 4.8827
Pretraining Epoch 1293/2000, Avg Loss: 4.8706
Pretraining Epoch 1294/2000, Avg Loss: 4.8674
Pretraining Epoch 1295/2000, Avg Loss: 4.8663
Pretraining Epoch 1296/2000, Avg Loss: 4.8666
Pretraining Epoch 1297/2000, Avg Loss: 4.8658
Pretraining Epoch 1298/2000, Avg Loss: 4.8659
Pretraining Epoch 1299/2000, Avg Loss: 4.8671
Pretraining Epoch 1300/2000, Avg Loss: 4.8665
Pretraining Epoch 1301/2000, Avg Loss: 4.8659
Pretraining Epoch 1302/2000, Avg Loss: 4.8964
Pretraining Epoch 1303/2000, Avg Loss: 4.9120
Pretraining Epoch 1304/2000, Avg Loss: 4.8723
Pretraining Epoch 1305/2000, Avg Loss: 4.8669
Pretraining Epoch 1306/2000, Avg Loss: 4.8663
Pretraining Epoch 1307/2000, Avg Loss: 4.8658
Pretraining Epoch 1308/2000, Avg Loss: 4.8664
Pretraining Epoch 1309/2000, Avg Loss: 4.8675
Pretraining Epoch 1310/2000, Avg Loss: 4.8659
Pretraining Epoch 1311/2000, Avg Loss: 4.8667
Pretraining Epoch 1312/2000, Avg Loss: 4.8694
Pretraining Epoch 1313/2000, Avg Loss: 4.8691
Pretraining Epoch 1314/2000, Avg Loss: 4.8684
Pretraining Epoch 1315/2000, Avg Loss: 4.8664
Pretraining Epoch 1316/2000, Avg Loss: 4.8671
Pretraining Epoch 1317/2000, Avg Loss: 4.8712
Pretraining Epoch 1318/2000, Avg Loss: 5.0482
Pretraining Epoch 1319/2000, Avg Loss: 4.9392
Pretraining Epoch 1320/2000, Avg Loss: 4.8741
Pretraining Epoch 1321/2000, Avg Loss: 4.8684
Pretraining Epoch 1322/2000, Avg Loss: 4.8672
Pretraining Epoch 1323/2000, Avg Loss: 4.8665
Pretraining Epoch 1324/2000, Avg Loss: 4.8663
Pretraining Epoch 1325/2000, Avg Loss: 4.8660
Pretraining Epoch 1326/2000, Avg Loss: 4.8660
Pretraining Epoch 1327/2000, Avg Loss: 4.8657
Pretraining Epoch 1328/2000, Avg Loss: 4.8667
Pretraining Epoch 1329/2000, Avg Loss: 4.8657
Pretraining Epoch 1330/2000, Avg Loss: 4.8657
Pretraining Epoch 1331/2000, Avg Loss: 4.8656
Pretraining Epoch 1332/2000, Avg Loss: 4.8706
Pretraining Epoch 1333/2000, Avg Loss: 5.0077
Pretraining Epoch 1334/2000, Avg Loss: 4.8938
Pretraining Epoch 1335/2000, Avg Loss: 4.8698
Pretraining Epoch 1336/2000, Avg Loss: 4.8675
Pretraining Epoch 1337/2000, Avg Loss: 4.8670
Pretraining Epoch 1338/2000, Avg Loss: 4.8664
Pretraining Epoch 1339/2000, Avg Loss: 4.8661
Pretraining Epoch 1340/2000, Avg Loss: 4.8662
Pretraining Epoch 1341/2000, Avg Loss: 4.8659
Pretraining Epoch 1342/2000, Avg Loss: 4.8660
Pretraining Epoch 1343/2000, Avg Loss: 4.8682
Pretraining Epoch 1344/2000, Avg Loss: 4.9244
Pretraining Epoch 1345/2000, Avg Loss: 4.8845
Pretraining Epoch 1346/2000, Avg Loss: 4.8687
Pretraining Epoch 1347/2000, Avg Loss: 4.8670
Pretraining Epoch 1348/2000, Avg Loss: 4.8662
Pretraining Epoch 1349/2000, Avg Loss: 4.8660
Pretraining Epoch 1350/2000, Avg Loss: 4.8672
Pretraining Epoch 1351/2000, Avg Loss: 4.8667
Pretraining Epoch 1352/2000, Avg Loss: 4.8659
Pretraining Epoch 1353/2000, Avg Loss: 4.8657
Pretraining Epoch 1354/2000, Avg Loss: 4.8663
Pretraining Epoch 1355/2000, Avg Loss: 4.8690
Pretraining Epoch 1356/2000, Avg Loss: 4.8664
Pretraining Epoch 1357/2000, Avg Loss: 4.8912
Pretraining Epoch 1358/2000, Avg Loss: 4.9326
Pretraining Epoch 1359/2000, Avg Loss: 4.8954
Pretraining Epoch 1360/2000, Avg Loss: 4.8747
Pretraining Epoch 1361/2000, Avg Loss: 4.8742
Pretraining Epoch 1362/2000, Avg Loss: 4.8683
Pretraining Epoch 1363/2000, Avg Loss: 4.8666
Pretraining Epoch 1364/2000, Avg Loss: 4.8662
Pretraining Epoch 1365/2000, Avg Loss: 4.8656
Pretraining Epoch 1366/2000, Avg Loss: 4.8656
Pretraining Epoch 1367/2000, Avg Loss: 4.8654
Pretraining Epoch 1368/2000, Avg Loss: 4.8656
Pretraining Epoch 1369/2000, Avg Loss: 4.8699
Pretraining Epoch 1370/2000, Avg Loss: 4.8808
Pretraining Epoch 1371/2000, Avg Loss: 4.9451
Pretraining Epoch 1372/2000, Avg Loss: 4.8812
Pretraining Epoch 1373/2000, Avg Loss: 4.8679
Pretraining Epoch 1374/2000, Avg Loss: 4.8663
Pretraining Epoch 1375/2000, Avg Loss: 4.8660
Pretraining Epoch 1376/2000, Avg Loss: 4.8656
Pretraining Epoch 1377/2000, Avg Loss: 4.8657
Pretraining Epoch 1378/2000, Avg Loss: 4.8654
Pretraining Epoch 1379/2000, Avg Loss: 4.8656
Pretraining Epoch 1380/2000, Avg Loss: 4.8677
Pretraining Epoch 1381/2000, Avg Loss: 4.8973
Pretraining Epoch 1382/2000, Avg Loss: 4.8860
Pretraining Epoch 1383/2000, Avg Loss: 4.8755
Pretraining Epoch 1384/2000, Avg Loss: 4.8697
Pretraining Epoch 1385/2000, Avg Loss: 4.8660
Pretraining Epoch 1386/2000, Avg Loss: 4.8656
Pretraining Epoch 1387/2000, Avg Loss: 4.8655
Pretraining Epoch 1388/2000, Avg Loss: 4.8654
Pretraining Epoch 1389/2000, Avg Loss: 4.8686
Pretraining Epoch 1390/2000, Avg Loss: 4.9268
Pretraining Epoch 1391/2000, Avg Loss: 4.9049
Pretraining Epoch 1392/2000, Avg Loss: 4.8834
Pretraining Epoch 1393/2000, Avg Loss: 4.8677
Pretraining Epoch 1394/2000, Avg Loss: 4.8668
Pretraining Epoch 1395/2000, Avg Loss: 4.8663
Pretraining Epoch 1396/2000, Avg Loss: 4.8669
Pretraining Epoch 1397/2000, Avg Loss: 4.8663
Pretraining Epoch 1398/2000, Avg Loss: 4.8662
Pretraining Epoch 1399/2000, Avg Loss: 4.8658
Pretraining Epoch 1400/2000, Avg Loss: 4.8657
Pretraining Epoch 1401/2000, Avg Loss: 4.8656
Pretraining Epoch 1402/2000, Avg Loss: 4.8656
Pretraining Epoch 1403/2000, Avg Loss: 4.8855
Pretraining Epoch 1404/2000, Avg Loss: 4.9276
Pretraining Epoch 1405/2000, Avg Loss: 4.8806
Pretraining Epoch 1406/2000, Avg Loss: 4.8683
Pretraining Epoch 1407/2000, Avg Loss: 4.8675
Pretraining Epoch 1408/2000, Avg Loss: 4.8668
Pretraining Epoch 1409/2000, Avg Loss: 4.8660
Pretraining Epoch 1410/2000, Avg Loss: 4.8659
Pretraining Epoch 1411/2000, Avg Loss: 4.8666
Pretraining Epoch 1412/2000, Avg Loss: 4.8720
Pretraining Epoch 1413/2000, Avg Loss: 4.9637
Pretraining Epoch 1414/2000, Avg Loss: 4.8772
Pretraining Epoch 1415/2000, Avg Loss: 4.8678
Pretraining Epoch 1416/2000, Avg Loss: 4.8664
Pretraining Epoch 1417/2000, Avg Loss: 4.8661
Pretraining Epoch 1418/2000, Avg Loss: 4.8659
Pretraining Epoch 1419/2000, Avg Loss: 4.8656
Pretraining Epoch 1420/2000, Avg Loss: 4.8655
Pretraining Epoch 1421/2000, Avg Loss: 4.8654
Pretraining Epoch 1422/2000, Avg Loss: 4.8654
Pretraining Epoch 1423/2000, Avg Loss: 4.8655
Pretraining Epoch 1424/2000, Avg Loss: 4.8671
Pretraining Epoch 1425/2000, Avg Loss: 4.8677
Pretraining Epoch 1426/2000, Avg Loss: 4.8657
Pretraining Epoch 1427/2000, Avg Loss: 4.8662
Pretraining Epoch 1428/2000, Avg Loss: 5.1137
Pretraining Epoch 1429/2000, Avg Loss: 4.9225
Pretraining Epoch 1430/2000, Avg Loss: 4.8746
Pretraining Epoch 1431/2000, Avg Loss: 4.8690
Pretraining Epoch 1432/2000, Avg Loss: 4.8674
Pretraining Epoch 1433/2000, Avg Loss: 4.8671
Pretraining Epoch 1434/2000, Avg Loss: 4.8664
Pretraining Epoch 1435/2000, Avg Loss: 4.8660
Pretraining Epoch 1436/2000, Avg Loss: 4.8658
Pretraining Epoch 1437/2000, Avg Loss: 4.8657
Pretraining Epoch 1438/2000, Avg Loss: 4.8657
Pretraining Epoch 1439/2000, Avg Loss: 4.8657
Pretraining Epoch 1440/2000, Avg Loss: 4.8657
Pretraining Epoch 1441/2000, Avg Loss: 4.8661
Pretraining Epoch 1442/2000, Avg Loss: 4.8660
Pretraining Epoch 1443/2000, Avg Loss: 4.9816
Pretraining Epoch 1444/2000, Avg Loss: 4.8934
Pretraining Epoch 1445/2000, Avg Loss: 4.8718
Pretraining Epoch 1446/2000, Avg Loss: 4.8720
Pretraining Epoch 1447/2000, Avg Loss: 4.8668
Pretraining Epoch 1448/2000, Avg Loss: 4.8662
Pretraining Epoch 1449/2000, Avg Loss: 4.8659
Pretraining Epoch 1450/2000, Avg Loss: 4.8660
Pretraining Epoch 1451/2000, Avg Loss: 4.8664
Pretraining Epoch 1452/2000, Avg Loss: 4.8657
Pretraining Epoch 1453/2000, Avg Loss: 4.8670
Pretraining Epoch 1454/2000, Avg Loss: 4.8723
Pretraining Epoch 1455/2000, Avg Loss: 4.8806
Pretraining Epoch 1456/2000, Avg Loss: 4.8736
Pretraining Epoch 1457/2000, Avg Loss: 4.8668
Pretraining Epoch 1458/2000, Avg Loss: 4.8656
Pretraining Epoch 1459/2000, Avg Loss: 4.8660
Pretraining Epoch 1460/2000, Avg Loss: 4.8654
Pretraining Epoch 1461/2000, Avg Loss: 4.8653
Pretraining Epoch 1462/2000, Avg Loss: 4.8653
Pretraining Epoch 1463/2000, Avg Loss: 4.8652
Pretraining Epoch 1464/2000, Avg Loss: 5.0158
Pretraining Epoch 1465/2000, Avg Loss: 4.9214
Pretraining Epoch 1466/2000, Avg Loss: 4.8720
Pretraining Epoch 1467/2000, Avg Loss: 4.8680
Pretraining Epoch 1468/2000, Avg Loss: 4.8669
Pretraining Epoch 1469/2000, Avg Loss: 4.8664
Pretraining Epoch 1470/2000, Avg Loss: 4.8664
Pretraining Epoch 1471/2000, Avg Loss: 4.8658
Pretraining Epoch 1472/2000, Avg Loss: 4.8656
Pretraining Epoch 1473/2000, Avg Loss: 4.8656
Pretraining Epoch 1474/2000, Avg Loss: 4.8656
Pretraining Epoch 1475/2000, Avg Loss: 4.8655
Pretraining Epoch 1476/2000, Avg Loss: 4.8675
Pretraining Epoch 1477/2000, Avg Loss: 4.9097
Pretraining Epoch 1478/2000, Avg Loss: 4.9064
Pretraining Epoch 1479/2000, Avg Loss: 4.8731
Pretraining Epoch 1480/2000, Avg Loss: 4.8669
Pretraining Epoch 1481/2000, Avg Loss: 4.8660
Pretraining Epoch 1482/2000, Avg Loss: 4.8658
Pretraining Epoch 1483/2000, Avg Loss: 4.8657
Pretraining Epoch 1484/2000, Avg Loss: 4.8655
Pretraining Epoch 1485/2000, Avg Loss: 4.8653
Pretraining Epoch 1486/2000, Avg Loss: 4.8661
Pretraining Epoch 1487/2000, Avg Loss: 4.8998
Pretraining Epoch 1488/2000, Avg Loss: 4.9174
Pretraining Epoch 1489/2000, Avg Loss: 4.8739
Pretraining Epoch 1490/2000, Avg Loss: 4.8670
Pretraining Epoch 1491/2000, Avg Loss: 4.8671
Pretraining Epoch 1492/2000, Avg Loss: 4.8660
Pretraining Epoch 1493/2000, Avg Loss: 4.8657
Pretraining Epoch 1494/2000, Avg Loss: 4.8654
Pretraining Epoch 1495/2000, Avg Loss: 4.8654
Pretraining Epoch 1496/2000, Avg Loss: 4.8655
Pretraining Epoch 1497/2000, Avg Loss: 4.8682
Pretraining Epoch 1498/2000, Avg Loss: 4.9479
Pretraining Epoch 1499/2000, Avg Loss: 4.8893
Pretraining Epoch 1500/2000, Avg Loss: 4.8721
Pretraining Epoch 1501/2000, Avg Loss: 4.8666
Pretraining Epoch 1502/2000, Avg Loss: 4.8659
Pretraining Epoch 1503/2000, Avg Loss: 4.8659
Pretraining Epoch 1504/2000, Avg Loss: 4.8655
Pretraining Epoch 1505/2000, Avg Loss: 4.8657
Pretraining Epoch 1506/2000, Avg Loss: 4.8659
Pretraining Epoch 1507/2000, Avg Loss: 4.8664
Pretraining Epoch 1508/2000, Avg Loss: 4.8683
Pretraining Epoch 1509/2000, Avg Loss: 4.8664
Pretraining Epoch 1510/2000, Avg Loss: 4.8655
Pretraining Epoch 1511/2000, Avg Loss: 4.9583
Pretraining Epoch 1512/2000, Avg Loss: 4.9058
Pretraining Epoch 1513/2000, Avg Loss: 4.8702
Pretraining Epoch 1514/2000, Avg Loss: 4.8670
Pretraining Epoch 1515/2000, Avg Loss: 4.8666
Pretraining Epoch 1516/2000, Avg Loss: 4.8660
Pretraining Epoch 1517/2000, Avg Loss: 4.8749
Pretraining Epoch 1518/2000, Avg Loss: 4.8677
Pretraining Epoch 1519/2000, Avg Loss: 4.8660
Pretraining Epoch 1520/2000, Avg Loss: 4.8660
Pretraining Epoch 1521/2000, Avg Loss: 4.8656
Pretraining Epoch 1522/2000, Avg Loss: 4.8653
Pretraining Epoch 1523/2000, Avg Loss: 4.8654
Pretraining Epoch 1524/2000, Avg Loss: 4.8656
Pretraining Epoch 1525/2000, Avg Loss: 4.8682
Pretraining Epoch 1526/2000, Avg Loss: 4.9386
Pretraining Epoch 1527/2000, Avg Loss: 4.9375
Pretraining Epoch 1528/2000, Avg Loss: 4.8774
Pretraining Epoch 1529/2000, Avg Loss: 4.8676
Pretraining Epoch 1530/2000, Avg Loss: 4.8666
Pretraining Epoch 1531/2000, Avg Loss: 4.8662
Pretraining Epoch 1532/2000, Avg Loss: 4.8658
Pretraining Epoch 1533/2000, Avg Loss: 4.8655
Pretraining Epoch 1534/2000, Avg Loss: 4.8655
Pretraining Epoch 1535/2000, Avg Loss: 4.8654
Pretraining Epoch 1536/2000, Avg Loss: 4.8652
Pretraining Epoch 1537/2000, Avg Loss: 4.8652
Pretraining Epoch 1538/2000, Avg Loss: 4.8661
Pretraining Epoch 1539/2000, Avg Loss: 4.8715
Pretraining Epoch 1540/2000, Avg Loss: 4.9375
Pretraining Epoch 1541/2000, Avg Loss: 4.8872
Pretraining Epoch 1542/2000, Avg Loss: 4.8685
Pretraining Epoch 1543/2000, Avg Loss: 4.8686
Pretraining Epoch 1544/2000, Avg Loss: 4.8719
Pretraining Epoch 1545/2000, Avg Loss: 4.8681
Pretraining Epoch 1546/2000, Avg Loss: 4.8661
Pretraining Epoch 1547/2000, Avg Loss: 4.8661
Pretraining Epoch 1548/2000, Avg Loss: 4.8661
Pretraining Epoch 1549/2000, Avg Loss: 4.8665
Pretraining Epoch 1550/2000, Avg Loss: 4.9034
Pretraining Epoch 1551/2000, Avg Loss: 4.9004
Pretraining Epoch 1552/2000, Avg Loss: 4.8742
Pretraining Epoch 1553/2000, Avg Loss: 4.8664
Pretraining Epoch 1554/2000, Avg Loss: 4.8657
Pretraining Epoch 1555/2000, Avg Loss: 4.8654
Pretraining Epoch 1556/2000, Avg Loss: 4.8654
Pretraining Epoch 1557/2000, Avg Loss: 4.8653
Pretraining Epoch 1558/2000, Avg Loss: 4.8651
Pretraining Epoch 1559/2000, Avg Loss: 4.8652
Pretraining Epoch 1560/2000, Avg Loss: 4.8654
Pretraining Epoch 1561/2000, Avg Loss: 4.8687
Pretraining Epoch 1562/2000, Avg Loss: 4.9211
Pretraining Epoch 1563/2000, Avg Loss: 4.8912
Pretraining Epoch 1564/2000, Avg Loss: 4.8684
Pretraining Epoch 1565/2000, Avg Loss: 4.8671
Pretraining Epoch 1566/2000, Avg Loss: 4.8664
Pretraining Epoch 1567/2000, Avg Loss: 4.8661
Pretraining Epoch 1568/2000, Avg Loss: 4.9337
Pretraining Epoch 1569/2000, Avg Loss: 4.8806
Pretraining Epoch 1570/2000, Avg Loss: 4.8687
Pretraining Epoch 1571/2000, Avg Loss: 4.8676
Pretraining Epoch 1572/2000, Avg Loss: 4.8664
Pretraining Epoch 1573/2000, Avg Loss: 4.8658
Pretraining Epoch 1574/2000, Avg Loss: 4.8657
Pretraining Epoch 1575/2000, Avg Loss: 4.8665
Pretraining Epoch 1576/2000, Avg Loss: 4.8658
Pretraining Epoch 1577/2000, Avg Loss: 4.8657
Pretraining Epoch 1578/2000, Avg Loss: 4.8652
Pretraining Epoch 1579/2000, Avg Loss: 4.8652
Pretraining Epoch 1580/2000, Avg Loss: 4.8651
Pretraining Epoch 1581/2000, Avg Loss: 4.8652
Pretraining Epoch 1582/2000, Avg Loss: 4.9261
Pretraining Epoch 1583/2000, Avg Loss: 4.9354
Pretraining Epoch 1584/2000, Avg Loss: 4.8840
Pretraining Epoch 1585/2000, Avg Loss: 4.8701
Pretraining Epoch 1586/2000, Avg Loss: 4.8667
Pretraining Epoch 1587/2000, Avg Loss: 4.8661
Pretraining Epoch 1588/2000, Avg Loss: 4.8658
Pretraining Epoch 1589/2000, Avg Loss: 4.8658
Pretraining Epoch 1590/2000, Avg Loss: 4.8655
Pretraining Epoch 1591/2000, Avg Loss: 4.8653
Pretraining Epoch 1592/2000, Avg Loss: 4.8653
Pretraining Epoch 1593/2000, Avg Loss: 4.8652
Pretraining Epoch 1594/2000, Avg Loss: 4.8656
Pretraining Epoch 1595/2000, Avg Loss: 4.8723
Pretraining Epoch 1596/2000, Avg Loss: 4.9429
Pretraining Epoch 1597/2000, Avg Loss: 4.8966
Pretraining Epoch 1598/2000, Avg Loss: 4.8689
Pretraining Epoch 1599/2000, Avg Loss: 4.8669
Pretraining Epoch 1600/2000, Avg Loss: 4.8660
Pretraining Epoch 1601/2000, Avg Loss: 4.8658
Pretraining Epoch 1602/2000, Avg Loss: 4.8656
Pretraining Epoch 1603/2000, Avg Loss: 4.8659
Pretraining Epoch 1604/2000, Avg Loss: 4.8662
Pretraining Epoch 1605/2000, Avg Loss: 4.8702
Pretraining Epoch 1606/2000, Avg Loss: 4.8962
Pretraining Epoch 1607/2000, Avg Loss: 4.8859
Pretraining Epoch 1608/2000, Avg Loss: 4.8682
Pretraining Epoch 1609/2000, Avg Loss: 4.8672
Pretraining Epoch 1610/2000, Avg Loss: 4.8663
Pretraining Epoch 1611/2000, Avg Loss: 4.8662
Pretraining Epoch 1612/2000, Avg Loss: 4.8677
Pretraining Epoch 1613/2000, Avg Loss: 4.8656
Pretraining Epoch 1614/2000, Avg Loss: 4.8654
Pretraining Epoch 1615/2000, Avg Loss: 4.8661
Pretraining Epoch 1616/2000, Avg Loss: 4.8659
Pretraining Epoch 1617/2000, Avg Loss: 4.8652
Pretraining Epoch 1618/2000, Avg Loss: 4.8661
Pretraining Epoch 1619/2000, Avg Loss: 4.8913
Pretraining Epoch 1620/2000, Avg Loss: 4.9656
Pretraining Epoch 1621/2000, Avg Loss: 4.8727
Pretraining Epoch 1622/2000, Avg Loss: 4.8675
Pretraining Epoch 1623/2000, Avg Loss: 4.8665
Pretraining Epoch 1624/2000, Avg Loss: 4.8660
Pretraining Epoch 1625/2000, Avg Loss: 4.8657
Pretraining Epoch 1626/2000, Avg Loss: 4.8657
Pretraining Epoch 1627/2000, Avg Loss: 4.8657
Pretraining Epoch 1628/2000, Avg Loss: 4.8669
Pretraining Epoch 1629/2000, Avg Loss: 4.8677
Pretraining Epoch 1630/2000, Avg Loss: 4.8655
Pretraining Epoch 1631/2000, Avg Loss: 4.8655
Pretraining Epoch 1632/2000, Avg Loss: 4.8664
Pretraining Epoch 1633/2000, Avg Loss: 4.8654
Pretraining Epoch 1634/2000, Avg Loss: 4.8655
Pretraining Epoch 1635/2000, Avg Loss: 4.9228
Pretraining Epoch 1636/2000, Avg Loss: 4.9687
